word,occurrences,frequency
nonfat,4,0.03287581162159941
protect,11,0.09040848195939837
acoust,2,0.016437905810799704
rodosto,1,0.008218952905399852
papyrus,1,0.008218952905399852
meaganmacha,1,0.008218952905399852
sheff,1,0.008218952905399852
joeobrien24,1,0.008218952905399852
kwc,1,0.008218952905399852
kwk,1,0.008218952905399852
sterlingparkfl,1,0.008218952905399852
kwt,1,0.008218952905399852
nake,224,1.8410454508095668
2200,1,0.008218952905399852
queenshil,1,0.008218952905399852
heathmonk,1,0.008218952905399852
beer,13,0.10684638777019807
beet,1,0.008218952905399852
metaxa,20,0.16437905810799705
fallon,1,0.008218952905399852
lesser,1,0.008218952905399852
jennpitts1,1,0.008218952905399852
imdb,1,0.008218952905399852
tuwlf,1,0.008218952905399852
coupet,2,0.016437905810799704
bmxmf,1,0.008218952905399852
moorhead,2,0.016437905810799704
bryanston,1,0.008218952905399852
bigbabynolong,1,0.008218952905399852
inventori,1,0.008218952905399852
wound,1,0.008218952905399852
ziaullah699,1,0.008218952905399852
complex,2,0.016437905810799704
swissbrok,1,0.008218952905399852
ktjlyxuu,1,0.008218952905399852
yung,2,0.016437905810799704
boxarchitect,1,0.008218952905399852
troika,1,0.008218952905399852
vvr,1,0.008218952905399852
alphabank,1,0.008218952905399852
vvc,1,0.008218952905399852
feelgreec,3,0.024656858716199558
giorgo,5,0.04109476452699926
yahoo7,2,0.016437905810799704
9298,1,0.008218952905399852
mercatornet,1,0.008218952905399852
leagu,12,0.09862743486479823
greatest,119,0.9780553957425824
westsidevc,1,0.008218952905399852
everyth,22,0.18081696391879673
ch7aramica,1,0.008218952905399852
goodbyesumm,1,0.008218952905399852
alexandria,1,0.008218952905399852
companybagh,1,0.008218952905399852
btttcb,1,0.008218952905399852
pharmaci,1,0.008218952905399852
georgemandra,1,0.008218952905399852
disposit,1,0.008218952905399852
ajpspj,1,0.008218952905399852
apart,12,0.09862743486479823
2999,3,0.024656858716199558
ditti,1,0.008218952905399852
swill,1,0.008218952905399852
2990,1,0.008218952905399852
panelist,1,0.008218952905399852
alamo,1,0.008218952905399852
avya,1,0.008218952905399852
amor,2,0.016437905810799704
gifi,1,0.008218952905399852
pslv,1,0.008218952905399852
trendlin,1,0.008218952905399852
spongebob,1,0.008218952905399852
indirect,2,0.016437905810799704
ich,2,0.016437905810799704
cooper,5,0.04109476452699926
yike,1,0.008218952905399852
ica,3,0.024656858716199558
icf,1,0.008218952905399852
ice,9,0.07397057614859867
twitchyteam,1,0.008218952905399852
villageheight,2,0.016437905810799704
420,3,0.024656858716199558
424,1,0.008218952905399852
ict,3,0.024656858716199558
cord,1,0.008218952905399852
core,5,0.04109476452699926
kukahi,1,0.008218952905399852
corn,6,0.049313717432399116
fatherinlaw,1,0.008218952905399852
cork,1,0.008218952905399852
cort,1,0.008218952905399852
vielleux,1,0.008218952905399852
corp,5,0.04109476452699926
corr,1,0.008218952905399852
meyer,1,0.008218952905399852
malaka,2,0.016437905810799704
surround,4,0.03287581162159941
yatai,1,0.008218952905399852
algn,1,0.008218952905399852
algo,1,0.008218952905399852
55000,1,0.008218952905399852
sept,1,0.008218952905399852
produc,11,0.09040848195939837
visitgreecegr,5,0.04109476452699926
deadass,1,0.008218952905399852
carlisl,1,0.008218952905399852
relx,1,0.008218952905399852
reli,2,0.016437905810799704
niva,2,0.016437905810799704
rela,1,0.008218952905399852
head,46,0.3780718336483932
medium,1,0.008218952905399852
cidm,1,0.008218952905399852
heal,3,0.024656858716199558
heat,8,0.06575162324319882
hear,29,0.23834963425659572
i53937,1,0.008218952905399852
counsel,3,0.024656858716199558
bidu,1,0.008218952905399852
bargain,5,0.04109476452699926
mojemesto,1,0.008218952905399852
bidi,1,0.008218952905399852
nnn,1,0.008218952905399852
federicamog,1,0.008218952905399852
nna,1,0.008218952905399852
idxx,1,0.008218952905399852
ionianisland,1,0.008218952905399852
cqqq,1,0.008218952905399852
etolf,1,0.008218952905399852
nj,2,0.016437905810799704
nk,1,0.008218952905399852
nm,3,0.024656858716199558
scdrf,1,0.008218952905399852
na,6,0.049313717432399116
nb,1,0.008218952905399852
nc,1,0.008218952905399852
fitzgerald,2,0.016437905810799704
ne,5,0.04109476452699926
junta,1,0.008218952905399852
ny,11,0.09040848195939837
nz,1,0.008218952905399852
afrikabest,1,0.008218952905399852
np,12,0.09862743486479823
nq,1,0.008218952905399852
nr,3,0.024656858716199558
tylersschuckman,1,0.008218952905399852
techi,1,0.008218952905399852
nw,5,0.04109476452699926
wombat,3,0.024656858716199558
dtegf,1,0.008218952905399852
joedoti,1,0.008218952905399852
eiffel,1,0.008218952905399852
dtegi,1,0.008218952905399852
marselo,1,0.008218952905399852
bullet,2,0.016437905810799704
misterawesom,1,0.008218952905399852
mitchelldoesstuff,1,0.008218952905399852
threedriv,1,0.008218952905399852
telefonica,7,0.05753267033779896
backward,4,0.03287581162159941
smed,1,0.008218952905399852
ouch,1,0.008218952905399852
signific,4,0.03287581162159941
faaliyet,1,0.008218952905399852
aaronbingea,1,0.008218952905399852
genelli,1,0.008218952905399852
battlesreggi,1,0.008218952905399852
henderson,1,0.008218952905399852
dex,1,0.008218952905399852
gtatq,1,0.008218952905399852
impend,1,0.008218952905399852
mrwana,1,0.008218952905399852
ohiougreeklif,1,0.008218952905399852
amrn,1,0.008218952905399852
stravio,1,0.008218952905399852
mathrawk,1,0.008218952905399852
pompeu,1,0.008218952905399852
paokaek,1,0.008218952905399852
countercurr,1,0.008218952905399852
usbsquad,1,0.008218952905399852
pmt,1,0.008218952905399852
pmp,1,0.008218952905399852
pmr,1,0.008218952905399852
pms,3,0.024656858716199558
pmx,1,0.008218952905399852
izeadt,1,0.008218952905399852
pmd,1,0.008218952905399852
pmf,1,0.008218952905399852
pmc,1,0.008218952905399852
pml,1,0.008218952905399852
bake,15,0.12328429358099777
powerniki,1,0.008218952905399852
hscc,1,0.008218952905399852
feat,13,0.10684638777019807
bigsteph,1,0.008218952905399852
dnkn,1,0.008218952905399852
525,1,0.008218952905399852
520,1,0.008218952905399852
florela,4,0.03287581162159941
adrienfera,1,0.008218952905399852
tpiv,1,0.008218952905399852
healthyfood,1,0.008218952905399852
groupi,1,0.008218952905399852
hairi,11,0.09040848195939837
twentieth,1,0.008218952905399852
bystand,1,0.008218952905399852
arcadia,4,0.03287581162159941
arc,1,0.008218952905399852
gobearkat,1,0.008218952905399852
cinnamon,2,0.016437905810799704
qep,1,0.008218952905399852
weird,10,0.08218952905399853
rlfflan,1,0.008218952905399852
rootword,1,0.008218952905399852
youwantmetob,1,0.008218952905399852
uneduc,1,0.008218952905399852
smallish,1,0.008218952905399852
westontravel,1,0.008218952905399852
trinidad,1,0.008218952905399852
mso,1,0.008218952905399852
msn,2,0.016437905810799704
msm,2,0.016437905810799704
msi,1,0.008218952905399852
criteria,2,0.016437905810799704
msg,2,0.016437905810799704
htch,1,0.008218952905399852
anarchistnew,1,0.008218952905399852
msb,1,0.008218952905399852
msa,1,0.008218952905399852
vuegridlayout,1,0.008218952905399852
iamatheistgirl,1,0.008218952905399852
antoniskalog,1,0.008218952905399852
share,54,0.44382345689159197
tsilikollia,1,0.008218952905399852
ventur,2,0.016437905810799704
andalusia,27,0.22191172844579599
riom,1,0.008218952905399852
magiccc,1,0.008218952905399852
inadequ,2,0.016437905810799704
laughter,1,0.008218952905399852
alwaysatyourt,1,0.008218952905399852
riosana,1,0.008218952905399852
ari,31,0.25478754006739546
hydrogen,1,0.008218952905399852
youvetsi,1,0.008218952905399852
swedish,4,0.03287581162159941
destilliert,1,0.008218952905399852
grahammctavish,1,0.008218952905399852
ordoliber,1,0.008218952905399852
moshboy,1,0.008218952905399852
kivotoshotel,1,0.008218952905399852
ryo,1,0.008218952905399852
ryl,1,0.008218952905399852
shantel,1,0.008218952905399852
sfli,1,0.008218952905399852
prob,8,0.06575162324319882
lyscf,1,0.008218952905399852
fulltim,3,0.024656858716199558
refund,1,0.008218952905399852
lvlef,1,0.008218952905399852
sonnet,2,0.016437905810799704
toread,1,0.008218952905399852
ytjakecraft,1,0.008218952905399852
djomm99,1,0.008218952905399852
giral,2,0.016437905810799704
wddd,1,0.008218952905399852
worship,5,0.04109476452699926
abdnf,1,0.008218952905399852
esea,1,0.008218952905399852
countrycleav,1,0.008218952905399852
slaughteram,1,0.008218952905399852
dianafedderman,1,0.008218952905399852
teambr,1,0.008218952905399852
caint,1,0.008218952905399852
naija,1,0.008218952905399852
realist,3,0.024656858716199558
opera,5,0.04109476452699926
irishenanigoat,1,0.008218952905399852
realism,4,0.03287581162159941
vghcx,1,0.008218952905399852
gape,1,0.008218952905399852
aliof,1,0.008218952905399852
webinar,2,0.016437905810799704
begun,1,0.008218952905399852
kpmg,1,0.008218952905399852
scti,1,0.008218952905399852
profit,542,4.45467247472672
twtr,1,0.008218952905399852
wynmf,1,0.008218952905399852
irondequoit,1,0.008218952905399852
profil,8,0.06575162324319882
uncl,1,0.008218952905399852
bubl,1,0.008218952905399852
elliegould,1,0.008218952905399852
cassidin,1,0.008218952905399852
roarzz,1,0.008218952905399852
theori,5,0.04109476452699926
gamedaygreat,1,0.008218952905399852
refus,11,0.09040848195939837
emilys3guppi,1,0.008218952905399852
refug,3,0.024656858716199558
1001,1,0.008218952905399852
1000,14,0.11506534067559793
origin,54,0.44382345689159197
accl,1,0.008218952905399852
acco,1,0.008218952905399852
beverag,2,0.016437905810799704
acct,1,0.008218952905399852
pokemon,2,0.016437905810799704
vnda,1,0.008218952905399852
bloom,2,0.016437905810799704
studiotheatr,1,0.008218952905399852
circl,11,0.09040848195939837
utub,1,0.008218952905399852
circa,1,0.008218952905399852
umcf,1,0.008218952905399852
gertaniko,1,0.008218952905399852
hue,3,0.024656858716199558
hug,1,0.008218952905399852
hub,3,0.024656858716199558
hum,1,0.008218952905399852
hun,1,0.008218952905399852
huh,1,0.008218952905399852
hut,2,0.016437905810799704
holder,2,0.016437905810799704
pbyi,1,0.008218952905399852
lmao,11,0.09040848195939837
ssword,1,0.008218952905399852
r,49,0.40272869236459274
portokalo,1,0.008218952905399852
lrcx,1,0.008218952905399852
pre,6,0.049313717432399116
anf,1,0.008218952905399852
ang,2,0.016437905810799704
ana,5,0.04109476452699926
pro,16,0.13150324648639763
ano,1,0.008218952905399852
pri,1,0.008218952905399852
anv,1,0.008218952905399852
anw,1,0.008218952905399852
mandersssss,1,0.008218952905399852
learntosel,1,0.008218952905399852
odette1020,1,0.008218952905399852
hoondaggeri,1,0.008218952905399852
fisof,1,0.008218952905399852
grrreeat,1,0.008218952905399852
glnci,1,0.008218952905399852
takebackcontrol,1,0.008218952905399852
kcsstem,1,0.008218952905399852
connor,1,0.008218952905399852
freshman,2,0.016437905810799704
librarian,1,0.008218952905399852
ovid,1,0.008218952905399852
pcmi,1,0.008218952905399852
atvi,1,0.008218952905399852
lscc,1,0.008218952905399852
herren,1,0.008218952905399852
perci,5,0.04109476452699926
rterdogan,1,0.008218952905399852
permiss,2,0.016437905810799704
crime,6,0.049313717432399116
gkncf,1,0.008218952905399852
grandbux,1,0.008218952905399852
treacheri,1,0.008218952905399852
tayw,1,0.008218952905399852
czabuca,1,0.008218952905399852
1829,1,0.008218952905399852
86889,1,0.008218952905399852
1825,1,0.008218952905399852
2412,1,0.008218952905399852
thanato,1,0.008218952905399852
rmr,1,0.008218952905399852
rms,1,0.008218952905399852
atpaq,1,0.008218952905399852
dickhead,1,0.008218952905399852
rmd,1,0.008218952905399852
seeri,1,0.008218952905399852
bedtim,2,0.016437905810799704
caucus,1,0.008218952905399852
cycl,6,0.049313717432399116
glch,1,0.008218952905399852
byer,1,0.008218952905399852
rvesrobin,1,0.008218952905399852
arobson58,2,0.016437905810799704
gmitrop,1,0.008218952905399852
stupidest,1,0.008218952905399852
x13mm,1,0.008218952905399852
tnylea,1,0.008218952905399852
08226,1,0.008218952905399852
lorin,1,0.008218952905399852
hplifestyl,1,0.008218952905399852
syrianrefuge,2,0.016437905810799704
polr,1,0.008218952905399852
color,23,0.1890359168241966
awesomebook,1,0.008218952905399852
minoan,3,0.024656858716199558
pole,1,0.008218952905399852
colon,1,0.008218952905399852
handheld,2,0.016437905810799704
poll,17,0.13972219939179747
sexgirl,1,0.008218952905399852
poli,2,0.016437905810799704
lifer,1,0.008218952905399852
coupl,16,0.13150324648639763
korobot,1,0.008218952905399852
u19,1,0.008218952905399852
pend,2,0.016437905810799704
rtraf,1,0.008218952905399852
schoolboy,1,0.008218952905399852
630,3,0.024656858716199558
636,1,0.008218952905399852
637,1,0.008218952905399852
sgrcf,1,0.008218952905399852
diamondcut,1,0.008218952905399852
penn,3,0.024656858716199558
ninodeelch,1,0.008218952905399852
othomao,1,0.008218952905399852
ertopen,1,0.008218952905399852
shaft,3,0.024656858716199558
z300m,1,0.008218952905399852
namelesstraci,1,0.008218952905399852
dreamteam,1,0.008218952905399852
lookout,1,0.008218952905399852
3869,1,0.008218952905399852
helmet,4,0.03287581162159941
fcpslbss,1,0.008218952905399852
alphabet,10,0.08218952905399853
ektaf,1,0.008218952905399852
eventu,2,0.016437905810799704
alexdcochran,1,0.008218952905399852
campbel,1,0.008218952905399852
belennon,1,0.008218952905399852
loreen,1,0.008218952905399852
applaus,1,0.008218952905399852
charrison2080,1,0.008218952905399852
moder,2,0.016437905810799704
gbprobeschool,3,0.024656858716199558
model,24,0.19725486972959647
colonist,1,0.008218952905399852
hairyladi,1,0.008218952905399852
dontbesoshyremix,1,0.008218952905399852
bkcc,1,0.008218952905399852
except,6,0.049313717432399116
santalucia,1,0.008218952905399852
binareadthi,1,0.008218952905399852
notori,4,0.03287581162159941
kingdom,6,0.049313717432399116
virginia,2,0.016437905810799704
linse,1,0.008218952905399852
mythologyinspir,1,0.008218952905399852
jennarichel,1,0.008218952905399852
zayo,1,0.008218952905399852
somersethous,1,0.008218952905399852
wbs,1,0.008218952905399852
crzo,1,0.008218952905399852
viennakguy,1,0.008218952905399852
wbc,1,0.008218952905399852
wba,1,0.008218952905399852
rollov,1,0.008218952905399852
wbk,1,0.008218952905399852
rhineston,1,0.008218952905399852
bankholiday,1,0.008218952905399852
legal,6,0.049313717432399116
courtneyhousso,1,0.008218952905399852
flavorwir,2,0.016437905810799704
o1,1,0.008218952905399852
immun,2,0.016437905810799704
nudist,4,0.03287581162159941
nudism,2,0.016437905810799704
aalprogramm,1,0.008218952905399852
tsundererag,2,0.016437905810799704
concuss,1,0.008218952905399852
chicklit,2,0.016437905810799704
on,1,0.008218952905399852
ol,4,0.03287581162159941
ok,33,0.27122544587819514
oj,1,0.008218952905399852
nbcs,1,0.008218952905399852
oh,29,0.23834963425659572
og,3,0.024656858716199558
oe,1,0.008218952905399852
oc,19,0.1561601052025972
ob,1,0.008218952905399852
brillpublish,1,0.008218952905399852
oz,8,0.06575162324319882
ox,2,0.016437905810799704
ow,1,0.008218952905399852
ou,1,0.008218952905399852
ot,1,0.008218952905399852
milliegorgon,1,0.008218952905399852
or,1,0.008218952905399852
op,1,0.008218952905399852
amber,9,0.07397057614859867
garnet,1,0.008218952905399852
garner,1,0.008218952905399852
oncyf,1,0.008218952905399852
housedivid,1,0.008218952905399852
racism,1,0.008218952905399852
racist,3,0.024656858716199558
stronghealth,1,0.008218952905399852
westcoastsol,1,0.008218952905399852
illum,1,0.008218952905399852
syllog,1,0.008218952905399852
jug,1,0.008218952905399852
jun,2,0.016437905810799704
jul,1,0.008218952905399852
idea,28,0.23013068135119585
jus,1,0.008218952905399852
chairperson,1,0.008218952905399852
jut,1,0.008218952905399852
illus,2,0.016437905810799704
notap,1,0.008218952905399852
qiwi,1,0.008218952905399852
05gizmo,1,0.008218952905399852
hollysgourmetsmarket,1,0.008218952905399852
cbc,1,0.008218952905399852
taylor,4,0.03287581162159941
cbg,1,0.008218952905399852
czechoslovak,1,0.008218952905399852
cbk,1,0.008218952905399852
cbi,2,0.016437905810799704
gmkyy,1,0.008218952905399852
cbl,1,0.008218952905399852
cbm,1,0.008218952905399852
cbr,1,0.008218952905399852
cbs,2,0.016437905810799704
tgcdf,1,0.008218952905399852
cbt,1,0.008218952905399852
rvt,1,0.008218952905399852
dlhc,1,0.008218952905399852
idiot,4,0.03287581162159941
magiicccc,1,0.008218952905399852
eastwick,1,0.008218952905399852
grupp,1,0.008218952905399852
unm,1,0.008218952905399852
vichisplo,1,0.008218952905399852
admiss,1,0.008218952905399852
curvi,1,0.008218952905399852
oilver,1,0.008218952905399852
invest,19,0.1561601052025972
skbi,1,0.008218952905399852
sexassault,2,0.016437905810799704
naturist,2,0.016437905810799704
follom,1,0.008218952905399852
beingsmay,1,0.008218952905399852
cleanfoodcrush,1,0.008218952905399852
f50d,1,0.008218952905399852
lndnf,1,0.008218952905399852
jasonhorton,1,0.008218952905399852
parmesan,2,0.016437905810799704
follow,60,0.49313717432399107
coauthor,1,0.008218952905399852
tdsbsmps,1,0.008218952905399852
kkcz,1,0.008218952905399852
myfav,1,0.008218952905399852
program,42,0.3451960220267938
womam,1,0.008218952905399852
esther,1,0.008218952905399852
icar,1,0.008218952905399852
raniakhalek,1,0.008218952905399852
worst,5,0.04109476452699926
icad,1,0.008218952905399852
muktarahman,1,0.008218952905399852
madeleinejon,1,0.008218952905399852
wter,1,0.008218952905399852
hereiamwithh,1,0.008218952905399852
crimsomesword,1,0.008218952905399852
tel,5,0.04109476452699926
tem,1,0.008218952905399852
ten,9,0.07397057614859867
tea,18,0.14794115229719734
tec,1,0.008218952905399852
teg,1,0.008218952905399852
tex,1,0.008218952905399852
rate,34,0.27944439878359495
trmb,1,0.008218952905399852
design,66,0.5424508917563903
ter,1,0.008218952905399852
teu,1,0.008218952905399852
rath,1,0.008218952905399852
typolog,1,0.008218952905399852
stopstophillari,1,0.008218952905399852
ssblog,1,0.008218952905399852
deepli,40,0.3287581162159941
kerrykatona7,1,0.008218952905399852
boardgamelov,1,0.008218952905399852
crybabi,1,0.008218952905399852
misinterpret,1,0.008218952905399852
roundteam,1,0.008218952905399852
bulli,4,0.03287581162159941
soooooomuch,1,0.008218952905399852
pariza,1,0.008218952905399852
eleniszoo,1,0.008218952905399852
1908,3,0.024656858716199558
1909,1,0.008218952905399852
1902,1,0.008218952905399852
1900,1,0.008218952905399852
1901,2,0.016437905810799704
hkesvani,1,0.008218952905399852
destabilis,1,0.008218952905399852
coverag,2,0.016437905810799704
eccmal,1,0.008218952905399852
inlay,1,0.008218952905399852
dgaz,1,0.008218952905399852
fbhs,1,0.008218952905399852
tikka,1,0.008218952905399852
currielab,1,0.008218952905399852
alltim,3,0.024656858716199558
guuuurl,1,0.008218952905399852
floyd,2,0.016437905810799704
20000,1,0.008218952905399852
lougramm,3,0.024656858716199558
valuabl,1,0.008218952905399852
portugues,5,0.04109476452699926
sentro,1,0.008218952905399852
popsicl,1,0.008218952905399852
urbandecay,1,0.008218952905399852
methodist,2,0.016437905810799704
intercours,1,0.008218952905399852
catmodel,1,0.008218952905399852
videonew,1,0.008218952905399852
vindt,1,0.008218952905399852
wspf,1,0.008218952905399852
cancun,1,0.008218952905399852
nonfic,1,0.008218952905399852
1276,1,0.008218952905399852
domidagmara,1,0.008218952905399852
beevor,1,0.008218952905399852
ardm,1,0.008218952905399852
caus,17,0.13972219939179747
ardx,1,0.008218952905399852
mission,3,0.024656858716199558
amkbi,1,0.008218952905399852
koinonia,1,0.008218952905399852
islam,7,0.05753267033779896
cafebabeleng,1,0.008218952905399852
bendanielsss,1,0.008218952905399852
argentina,1,0.008218952905399852
senat,1,0.008218952905399852
dimitrivega,2,0.016437905810799704
speechless,1,0.008218952905399852
darkhold,1,0.008218952905399852
ekokosinski,1,0.008218952905399852
bigger,5,0.04109476452699926
bwen,1,0.008218952905399852
cinr,1,0.008218952905399852
bwel,1,0.008218952905399852
shamano,1,0.008218952905399852
kindleindia,1,0.008218952905399852
panbal,1,0.008218952905399852
health,23,0.1890359168241966
tallinn,1,0.008218952905399852
89empow,1,0.008218952905399852
miketaylorshow,1,0.008218952905399852
benjamin,1,0.008218952905399852
exodus,1,0.008218952905399852
lobbi,1,0.008218952905399852
nmschoolsnj,1,0.008218952905399852
bagseybumbl,1,0.008218952905399852
teach,25,0.2054738226349963
thrown,6,0.049313717432399116
symetr,1,0.008218952905399852
ifnnf,1,0.008218952905399852
perhap,2,0.016437905810799704
2590,1,0.008218952905399852
infograph,2,0.016437905810799704
kof,1,0.008218952905399852
horrifyacartoon,1,0.008218952905399852
demetra2015,1,0.008218952905399852
prescient,1,0.008218952905399852
moat,2,0.016437905810799704
educatetogeth,1,0.008218952905399852
pronunci,4,0.03287581162159941
viab,1,0.008218952905399852
whenev,1,0.008218952905399852
remot,3,0.024656858716199558
remov,2,0.016437905810799704
uplayco,1,0.008218952905399852
strengthen,1,0.008218952905399852
unconstitut,1,0.008218952905399852
igoi,1,0.008218952905399852
efx,1,0.008218952905399852
keyonp123,1,0.008218952905399852
efr,1,0.008218952905399852
eft,1,0.008218952905399852
bigrapid,1,0.008218952905399852
kanskbwksj,1,0.008218952905399852
chairman,2,0.016437905810799704
efa,1,0.008218952905399852
nivea,2,0.016437905810799704
britton,1,0.008218952905399852
happyfriday,3,0.024656858716199558
ridicul,2,0.016437905810799704
melodi,6,0.049313717432399116
berlinbas,3,0.024656858716199558
ezpzmealz,2,0.016437905810799704
penalti,2,0.016437905810799704
bfb,1,0.008218952905399852
greekspeak,1,0.008218952905399852
bff,3,0.024656858716199558
bicolor,1,0.008218952905399852
bfr,1,0.008218952905399852
sethsb,1,0.008218952905399852
tommorow,3,0.024656858716199558
citylight,1,0.008218952905399852
financ,18,0.14794115229719734
finanz,1,0.008218952905399852
b,45,0.36985288074299333
theresamay,2,0.016437905810799704
canuck,1,0.008218952905399852
vincenn,1,0.008218952905399852
cbauy,1,0.008218952905399852
saloniqu,2,0.016437905810799704
statist,2,0.016437905810799704
vincent,1,0.008218952905399852
cbauf,1,0.008218952905399852
140000,1,0.008218952905399852
signifi,1,0.008218952905399852
thayer,1,0.008218952905399852
drinkingthroughdisney,1,0.008218952905399852
creme,2,0.016437905810799704
governmentjob,1,0.008218952905399852
antiblemish,1,0.008218952905399852
919314388288,1,0.008218952905399852
korea,1,0.008218952905399852
kousi,1,0.008218952905399852
liqt,1,0.008218952905399852
islandlrsd,1,0.008218952905399852
berkley,1,0.008218952905399852
babewar,1,0.008218952905399852
eprintedbook,1,0.008218952905399852
loudobb,1,0.008218952905399852
gogoldengirl,1,0.008218952905399852
sw10,1,0.008218952905399852
hermion,1,0.008218952905399852
czz,1,0.008218952905399852
swi,2,0.016437905810799704
ps,1,0.008218952905399852
swk,1,0.008218952905399852
pq,1,0.008218952905399852
pv,1,0.008218952905399852
pt,2,0.016437905810799704
duo,2,0.016437905810799704
creativegroup,1,0.008218952905399852
swc,1,0.008218952905399852
due,17,0.13972219939179747
lipsi,1,0.008218952905399852
dug,1,0.008218952905399852
pb,4,0.03287581162159941
swx,1,0.008218952905399852
pa,4,0.03287581162159941
pf,1,0.008218952905399852
pg,4,0.03287581162159941
pd,5,0.04109476452699926
kritinia,1,0.008218952905399852
dup,1,0.008218952905399852
pk,1,0.008218952905399852
axbki,1,0.008218952905399852
instech,1,0.008218952905399852
po,2,0.016437905810799704
pl,2,0.016437905810799704
strategi,9,0.07397057614859867
dropout,1,0.008218952905399852
bamxf,1,0.008218952905399852
androidgam,1,0.008218952905399852
exxi,1,0.008218952905399852
bamxi,1,0.008218952905399852
toga,4,0.03287581162159941
therel,1,0.008218952905399852
dikti,1,0.008218952905399852
lmnlab,1,0.008218952905399852
batch,3,0.024656858716199558
nuna,1,0.008218952905399852
therer,1,0.008218952905399852
sw6,2,0.016437905810799704
leadingguest,1,0.008218952905399852
oliviamccarrel4,1,0.008218952905399852
designstudio,1,0.008218952905399852
lawnsign,2,0.016437905810799704
silviaeliasb,1,0.008218952905399852
palooza,1,0.008218952905399852
sliver,1,0.008218952905399852
indebt,1,0.008218952905399852
apreciat,1,0.008218952905399852
icotf,1,0.008218952905399852
lower,11,0.09040848195939837
earmark,1,0.008218952905399852
isabellebroom,1,0.008218952905399852
anybodi,2,0.016437905810799704
erebus,1,0.008218952905399852
press,9,0.07397057614859867
goinggreek,1,0.008218952905399852
carlozevo,1,0.008218952905399852
onset,2,0.016437905810799704
celticgpcsd,3,0.024656858716199558
stimul,1,0.008218952905399852
fbt,1,0.008218952905399852
scsed,1,0.008218952905399852
aavl,1,0.008218952905399852
8228,2,0.016437905810799704
lovin,2,0.016437905810799704
integer,1,0.008218952905399852
mangoscaf,1,0.008218952905399852
rossum,2,0.016437905810799704
postrecess,1,0.008218952905399852
arthur,1,0.008218952905399852
pagan,3,0.024656858716199558
bowlerama,1,0.008218952905399852
anzac,2,0.016437905810799704
mustaphaitani,1,0.008218952905399852
thejoineryjp,1,0.008218952905399852
vitaro,1,0.008218952905399852
gncma,1,0.008218952905399852
surpris,10,0.08218952905399853
wanderlust,5,0.04109476452699926
elphaba,1,0.008218952905399852
vortex,1,0.008218952905399852
bokf,1,0.008218952905399852
fifa17,1,0.008218952905399852
lmaoooo,1,0.008218952905399852
viabl,1,0.008218952905399852
0900,1,0.008218952905399852
wprt,1,0.008218952905399852
fibula,1,0.008218952905399852
kingscross,1,0.008218952905399852
feedingamerica,1,0.008218952905399852
wineglass,1,0.008218952905399852
erintheauthor,1,0.008218952905399852
masterpiec,2,0.016437905810799704
podesta,4,0.03287581162159941
prostat,2,0.016437905810799704
reduct,1,0.008218952905399852
vnq,1,0.008218952905399852
cagatayilik1907,1,0.008218952905399852
ganita,1,0.008218952905399852
eskimo,1,0.008218952905399852
canal,2,0.016437905810799704
pundit,1,0.008218952905399852
xoxo,1,0.008218952905399852
fast,15,0.12328429358099777
readallaboutit,1,0.008218952905399852
blkb,1,0.008218952905399852
styliz,2,0.016437905810799704
fasd,1,0.008218952905399852
kdg,1,0.008218952905399852
dwindl,1,0.008218952905399852
potassium,1,0.008218952905399852
careertrifecta,1,0.008218952905399852
cgasparino,1,0.008218952905399852
guyana,1,0.008218952905399852
annoyseverycubsfan,1,0.008218952905399852
0016,1,0.008218952905399852
enlarg,1,0.008218952905399852
jhad,1,0.008218952905399852
lemon,18,0.14794115229719734
grs,3,0.024656858716199558
josephbirlem,1,0.008218952905399852
grx,2,0.016437905810799704
grg,1,0.008218952905399852
grd,2,0.016437905810799704
gre,2,0.016437905810799704
grc,1,0.008218952905399852
nr19,1,0.008218952905399852
gra,3,0.024656858716199558
gro,1,0.008218952905399852
nr13,1,0.008218952905399852
grh,1,0.008218952905399852
whitewin,3,0.024656858716199558
mepolit,1,0.008218952905399852
atheo,1,0.008218952905399852
athen,327,2.6875976000657515
chirp,1,0.008218952905399852
bitshar,1,0.008218952905399852
weigh,2,0.016437905810799704
dharmic,1,0.008218952905399852
booknow,3,0.024656858716199558
gr2,1,0.008218952905399852
nast,1,0.008218952905399852
gr8,2,0.016437905810799704
gr9,1,0.008218952905399852
pyro,1,0.008218952905399852
nasa,1,0.008218952905399852
teta,1,0.008218952905399852
greeklett,2,0.016437905810799704
thetsin,1,0.008218952905399852
ancientart,1,0.008218952905399852
tarentum,1,0.008218952905399852
steve,2,0.016437905810799704
nonmuslim,2,0.016437905810799704
lend,1,0.008218952905399852
heresjohnjohn,1,0.008218952905399852
issuer,1,0.008218952905399852
shanghai,2,0.016437905810799704
cordleg,1,0.008218952905399852
2910,3,0.024656858716199558
tozi,1,0.008218952905399852
gina,1,0.008218952905399852
electron,4,0.03287581162159941
tfrs,1,0.008218952905399852
psdv,1,0.008218952905399852
childrenswear,1,0.008218952905399852
iraklio,1,0.008218952905399852
nsfor,1,0.008218952905399852
hairstyl,2,0.016437905810799704
iba,1,0.008218952905399852
cavanaghtom,1,0.008218952905399852
ibb,1,0.008218952905399852
